-1.6850000619888306e-01, 1.6850000619888306e-01, 0.
1.6850000619888306e-01, 1.6850000619888306e-01, 0.
1.6850000619888306e-01, -1.6850000619888306e-01, 0.
-1.6850000619888306e-01, -1.6850000619888306e-01, 0.
2.3476725816726685e-01, 1.8477736413478851e-01, -9.6186893060803413e-03
5.7175493240356445e-01, 1.8402238190174103e-01, -1.2400219216942787e-02
5.7100510597229004e-01, -1.5297619998455048e-01, -1.1770534329116344e-02
2.3401743173599243e-01, -1.5222121775150299e-01, -8.9890044182538986e-03
6.4542400836944580e-01, 1.7742897570133209e-01, -1.0616639629006386e-02
9.8240739107131958e-01, 1.7902807891368866e-01, -1.3559970073401928e-02
9.8401892185211182e-01, -1.5796510875225067e-01, -1.2142121791839600e-02
6.4703553915023804e-01, -1.5956421196460724e-01, -9.1987913474440575e-03
1.0566861629486084e+00, 1.7013075947761536e-01, -1.0338074527680874e-02
1.3936718702316284e+00, 1.7149433493614197e-01, -1.3129827566444874e-02
1.3950493335723877e+00, -1.6549876332283020e-01, -1.1470464058220387e-02
1.0580636262893677e+00, -1.6686233878135681e-01, -8.6787110194563866e-03
1.4652764797210693e+00, 1.7087981104850769e-01, -1.2704287655651569e-02
1.8022723197937012e+00, 1.7229512333869934e-01, -1.3616259209811687e-02
1.8036918640136719e+00, -1.6469827294349670e-01, -1.2052596546709538e-02
1.4666960239410400e+00, -1.6611358523368835e-01, -1.1140624992549419e-02
1.8741279840469360e+00, 1.7666725814342499e-01, -1.5781648457050323e-02
2.2111217975616455e+00, 1.7798088490962982e-01, -1.7360242083668709e-02
2.2124419212341309e+00, -1.5901373326778412e-01, -1.5988096594810486e-02
1.8754479885101318e+00, -1.6032736003398895e-01, -1.4409502036869526e-02
2.2831621170043945e+00, 1.8138086795806885e-01, -1.9563306123018265e-02
2.6201546192169189e+00, 1.8259197473526001e-01, -2.1458117291331291e-02
2.6213750839233398e+00, -1.5440168976783752e-01, -1.9790135324001312e-02
2.2843825817108154e+00, -1.5561279654502869e-01, -1.7895324155688286e-02
2.6933104991912842e+00, 1.8912550806999207e-01, -2.4505740031599998e-02
3.0302910804748535e+00, 1.9073200225830078e-01, -2.7742223814129829e-02
3.0319159030914307e+00, -1.4625871181488037e-01, -2.5835910812020302e-02
2.6949353218078613e+00, -1.4786520600318909e-01, -2.2599427029490471e-02
3.1040627956390381e+00, 1.9638308882713318e-01, -3.0864790081977844e-02
3.4410324096679688e+00, 1.9960749149322510e-01, -3.4049253910779953e-02
3.4442718029022217e+00, -1.3737335801124573e-01, -3.2491162419319153e-02
3.1073021888732910e+00, -1.4059776067733765e-01, -2.9306696727871895e-02
3.5181791782379150e+00, 2.0744231343269348e-01, -3.7414714694023132e-02
3.8551650047302246e+00, 2.0967239141464233e-01, -3.9523418992757797e-02
3.8574001789093018e+00, -1.2731924653053284e-01, -3.8719505071640015e-02
3.5204143524169922e+00, -1.2954932451248169e-01, -3.6610800772905350e-02
-1.7288476228713989e-01, 5.8759176731109619e-01, -5.1794531755149364e-03
1.6411209106445312e-01, 5.8904844522476196e-01, -5.0482382066547871e-03
1.6556793451309204e-01, 2.5205773115158081e-01, -3.0110008083283901e-03
-1.7142891883850098e-01, 2.5060105323791504e-01, -3.1422160100191832e-03
2.3041751980781555e-01, 6.0689312219619751e-01, -1.3651641085743904e-02
5.6740355491638184e-01, 6.0642242431640625e-01, -1.6689710319042206e-02
5.6693577766418457e-01, 2.6942288875579834e-01, -1.6365567222237587e-02
2.2994974255561829e-01, 2.6989358663558960e-01, -1.3327498920261860e-02
6.4472639560699463e-01, 5.8837163448333740e-01, -9.9883228540420532e-03
9.8171508312225342e-01, 5.8956944942474365e-01, -1.2473850511014462e-02
9.8291909694671631e-01, 2.5257262587547302e-01, -1.1641323566436768e-02
6.4593040943145752e-01, 2.5137481093406677e-01, -9.1557959094643593e-03
1.0546441078186035e+00, 5.8453100919723511e-01, -1.0812859982252121e-02
1.3916300535202026e+00, 5.8580321073532104e-01, -1.3621388934552670e-02
1.3929045200347900e+00, 2.4880568683147430e-01, -1.3355987146496773e-02
1.0559185743331909e+00, 2.4753351509571075e-01, -1.0547458194196224e-02
1.4633282423019409e+00, 5.8825415372848511e-01, -1.4365269802510738e-02
1.8003239631652832e+00, 5.8947116136550903e-01, -1.5571499243378639e-02
1.8015412092208862e+00, 2.5247335433959961e-01, -1.5506078489124775e-02
1.4645454883575439e+00, 2.5125634670257568e-01, -1.4299849048256874e-02
1.8722270727157593e+00, 5.8949387073516846e-01, -1.6279589384794235e-02
2.2092187404632568e+00, 5.9058886766433716e-01, -1.8386986106634140e-02
2.2103223800659180e+00, 2.5359350442886353e-01, -1.6993977129459381e-02
1.8733308315277100e+00, 2.5249850749969482e-01, -1.4886581338942051e-02
2.2813224792480469e+00, 5.9365952014923096e-01, -2.0738698542118073e-02
2.6183142662048340e+00, 5.9454309940338135e-01, -2.2897880524396896e-02
2.6192111968994141e+00, 2.5755065679550171e-01, -2.0827259868383408e-02
2.2822194099426270e+00, 2.5666707754135132e-01, -1.8668077886104584e-02
2.6918728351593018e+00, 6.0313165187835693e-01, -2.6091016829013824e-02
3.0288629531860352e+00, 6.0407882928848267e-01, -2.8462318703532219e-02
3.0298197269439697e+00, 2.6708287000656128e-01, -2.7103226631879807e-02
2.6928296089172363e+00, 2.6613569259643555e-01, -2.4731924757361412e-02
3.1021716594696045e+00, 6.0912829637527466e-01, -3.0640732496976852e-02
3.4391560554504395e+00, 6.1097890138626099e-01, -3.3283811062574387e-02
3.4410116672515869e+00, 2.7398461103439331e-01, -3.2647673040628433e-02
3.1040272712707520e+00, 2.7213400602340698e-01, -3.0004594475030899e-02
3.5179045200347900e+00, 6.2527948617935181e-01, -3.9177849888801575e-02
3.8548958301544189e+00, 6.2685716152191162e-01, -4.1021160781383514e-02
3.8564736843109131e+00, 2.8986084461212158e-01, -4.0951058268547058e-02
3.5194823741912842e+00, 2.8828316926956177e-01, -3.9107747375965118e-02
-1.7209273576736450e-01, 9.8850291967391968e-01, -1.5779903624206781e-03
1.6489517688751221e-01, 9.9133694171905518e-01, -1.2400134000927210e-03
1.6772690415382385e-01, 6.5435630083084106e-01, 1.0089552961289883e-03
-1.6926100850105286e-01, 6.5152227878570557e-01, 6.7097839200869203e-04
2.3108242452144623e-01, 1.0117944478988647e+00, -9.6378494054079056e-03
5.6806731224060059e-01, 1.0126867294311523e+00, -1.2701363302767277e-02
5.6896114349365234e-01, 6.7568802833557129e-01, -1.2538621202111244e-02
2.3197625577449799e-01, 6.7479568719863892e-01, -9.4751073047518730e-03
6.4327770471572876e-01, 1.0006061792373657e+00, -9.6499156206846237e-03
9.8027110099792480e-01, 1.0018992424011230e+00, -1.1318380944430828e-02
9.8156708478927612e-01, 6.6490226984024048e-01, -1.0729463770985603e-02
6.4457368850708008e-01, 6.6360920667648315e-01, -9.0609984472393990e-03
1.0526446104049683e+00, 9.9968093633651733e-01, -1.1468920856714249e-02
1.3896282911300659e+00, 1.0007882118225098e+00, -1.4595852233469486e-02
1.3907440900802612e+00, 6.6379123926162720e-01, -1.3685107231140137e-02
1.0537604093551636e+00, 6.6268402338027954e-01, -1.0558175854384899e-02
1.4615941047668457e+00, 1.0054082870483398e+00, -1.6643222421407700e-02
1.7985901832580566e+00, 1.0061377286911011e+00, -1.8089238554239273e-02
1.7993266582489014e+00, 6.6914260387420654e-01, -1.6437422484159470e-02
1.4623305797576904e+00, 6.6841316223144531e-01, -1.4991406351327896e-02
1.8702523708343506e+00, 1.0032976865768433e+00, -1.8427239730954170e-02
2.2072377204895020e+00, 1.0043305158615112e+00, -2.1391108632087708e-02
2.2082946300506592e+00, 6.6734337806701660e-01, -1.8645619973540306e-02
1.8713092803955078e+00, 6.6631054878234863e-01, -1.5681751072406769e-02
2.2797391414642334e+00, 1.0078018903732300e+00, -2.3463545367121696e-02
2.6167349815368652e+00, 1.0086017847061157e+00, -2.4931490421295166e-02
